Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2020-01-23,655,18,32,605,99,2.75,4.89,56.25,8
2020-01-24,941,26,39,876,287,2.76,4.14,66.67,9
2020-01-25,1433,42,42,1349,494,2.93,2.93,100.0,11
2020-01-26,2118,56,56,2006,685,2.64,2.64,100.0,13
2020-01-27,2927,82,65,2780,809,2.8,2.22,126.15,16
2020-01-28,5578,131,108,5339,2653,2.35,1.94,121.3,16
2020-01-29,6167,133,127,5907,589,2.16,2.06,104.72,18
2020-01-30,8235,171,145,7919,2071,2.08,1.76,117.93,20
2020-01-31,9927,213,225,9489,1692,2.15,2.27,94.67,23
2020-02-01,12038,259,287,11492,2111,2.15,2.38,90.24,25
2020-02-02,16787,362,476,15949,4749,2.16,2.84,76.05,25
2020-02-03,19887,426,627,18834,3100,2.14,3.15,67.94,25
2020-02-04,23898,492,857,22549,4011,2.06,3.59,57.41,26
2020-02-05,27643,564,1129,25950,3745,2.04,4.08,49.96,26
2020-02-06,30803,634,1492,28677,3190,2.06,4.84,42.49,26
2020-02-07,34396,719,2016,31661,3593,2.09,5.86,35.66,27
2020-02-08,37130,806,2616,33708,2734,2.17,7.05,30.81,27
2020-02-09,40160,906,3245,36009,3030,2.26,8.08,27.92,27
2020-02-10,42769,1013,3947,37809,2609,2.37,9.23,25.67,27
2020-02-11,44811,1113,4684,39014,2042,2.48,10.45,23.76,27
2020-02-12,45229,1118,5151,38960,418,2.47,11.39,21.7,27
2020-02-13,60382,1371,6294,52717,15153,2.27,10.42,21.78,27
2020-02-14,66909,1523,8057,57329,6527,2.28,12.04,18.9,28
2020-02-15,69052,1666,9396,57990,2143,2.41,13.61,17.73,28
2020-02-16,71235,1770,10866,58599,2183,2.48,15.25,16.29,28
2020-02-17,73270,1868,12583,58819,2035,2.55,17.17,14.85,28
2020-02-18,75152,2008,14352,58792,1883,2.67,19.1,13.99,28
2020-02-19,75652,2123,16121,57408,500,2.81,21.31,13.17,29
2020-02-20,76212,2248,18179,55785,560,2.95,23.85,12.37,29
2020-02-21,76841,2252,18892,55697,629,2.93,24.59,11.92,31
2020-02-22,78602,2459,22889,53254,1762,3.13,29.12,10.74,31
2020-02-23,78982,2470,23394,53118,381,3.13,29.62,10.56,32
2020-02-24,79546,2630,25227,51689,566,3.31,31.71,10.43,37
2020-02-25,80399,2710,27905,49784,853,3.37,34.71,9.71,42
2020-02-26,81376,2771,30386,48219,977,3.41,37.34,9.12,48
2020-02-27,82736,2814,33278,46644,1360,3.4,40.22,8.46,52
2020-02-28,84122,2873,36710,44539,1386,3.42,43.64,7.83,57
2020-02-29,86013,2942,39781,43290,1896,3.42,46.25,7.4,62
2020-03-01,88394,2996,42717,42681,2383,3.39,48.33,7.01,67
2020-03-02,90377,3085,45601,41691,1983,3.41,50.46,6.77,74
2020-03-03,92971,3160,48227,41584,2595,3.4,51.87,6.55,77
2020-03-04,95279,3255,51169,40855,2312,3.42,53.7,6.36,81
2020-03-05,98090,3349,53795,40946,2811,3.41,54.84,6.23,85
2020-03-06,102003,3460,55863,42680,3914,3.39,54.77,6.19,94
2020-03-07,106098,3564,58357,44177,4100,3.36,55.0,6.11,95
2020-03-08,110047,3803,60694,45550,3951,3.46,55.15,6.27,100
2020-03-09,114219,3993,62493,47733,4172,3.5,54.71,6.39,103
2020-03-10,119041,4267,64400,50374,4824,3.58,54.1,6.63,106
2020-03-11,126702,4611,66998,55093,7690,3.64,52.88,6.88,112
2020-03-12,132492,4917,68321,59254,5794,3.71,51.57,7.2,114
2020-03-13,146876,5414,70248,71214,14390,3.69,47.83,7.71,120
2020-03-14,157950,5834,72620,79496,11074,3.69,45.98,8.03,135
2020-03-15,169219,6475,76031,86713,11269,3.83,44.93,8.52,139
2020-03-16,184027,7153,78086,98788,14810,3.89,42.43,9.16,144
2020-03-17,199970,7967,80830,111173,15946,3.98,40.42,9.86,147
2020-03-18,219535,8874,83317,127344,19565,4.04,37.95,10.65,151
2020-03-19,246584,9985,84958,151641,27051,4.05,34.45,11.75,155
2020-03-20,277359,11470,87403,178486,30775,4.14,31.51,13.12,162
2020-03-21,309350,13192,91650,204508,31991,4.26,29.63,14.39,164
2020-03-22,344205,14877,97867,231461,34855,4.32,28.43,15.2,169
2020-03-23,387040,16826,98335,271879,42836,4.35,25.41,17.11,170
2020-03-24,428219,19116,107974,301129,41197,4.46,25.21,17.7,172
2020-03-25,479220,21926,113753,343541,51001,4.58,23.74,19.28,175
2020-03-26,542097,24961,122125,395011,62881,4.6,22.53,20.44,175
2020-03-27,607138,28449,130910,447779,65042,4.69,21.56,21.73,176
2020-03-28,674418,32179,139421,502818,67280,4.77,20.67,23.08,177
2020-03-29,733655,35698,148877,549080,59238,4.87,20.29,23.98,177
2020-03-30,798949,39779,164214,594956,65295,4.98,20.55,24.22,178
2020-03-31,875794,44527,177804,653463,76845,5.08,20.3,25.04,180
2020-04-01,958602,50525,193076,715001,82809,5.27,20.14,26.17,180
2020-04-02,1041662,56412,210219,775031,83060,5.42,20.18,26.83,181
2020-04-03,1125221,62573,225641,837007,83559,5.56,20.05,27.73,181
2020-04-04,1183584,68487,246053,869044,75437,5.79,20.79,27.83,181
2020-04-05,1256176,73675,259889,922612,72594,5.87,20.69,28.35,182
2020-04-06,1329331,79613,276598,973120,73155,5.99,20.81,28.78,183
2020-04-07,1399162,87871,299860,1011431,73322,6.28,21.43,29.3,183
2020-04-08,1482540,94682,328742,1059116,83378,6.39,22.17,28.8,183
2020-04-09,1569554,102466,353996,1113092,87014,6.53,22.55,28.95,183
2020-04-10,1655088,109844,375734,1169510,85534,6.64,22.7,29.23,184
2020-04-11,1729371,116016,401984,1211371,74283,6.71,23.24,28.86,184
2020-04-12,1849067,121875,421367,1305825,119717,6.59,22.79,28.92,184
2020-04-13,1919809,127841,448624,1343344,70742,6.66,23.37,28.5,184
2020-04-14,2003820,134811,473698,1395311,84011,6.73,23.64,28.46,184
2020-04-15,2080934,143284,510237,1427413,77114,6.89,24.52,28.08,184
2020-04-16,2176465,150543,541120,1484802,95531,6.92,24.86,27.82,184
2020-04-17,2264462,158937,567304,1538221,87997,7.02,25.05,28.02,184
2020-04-18,2341702,165082,591170,1585450,77241,7.05,25.25,27.92,184
2020-04-19,2418307,170315,622953,1625039,76605,7.04,25.76,27.34,184
2020-04-20,2494325,176186,645131,1673008,76018,7.06,25.86,27.31,184
2020-04-21,2570074,183459,679933,1706682,75749,7.14,26.46,26.98,184
2020-04-22,2651321,190323,710018,1750980,81247,7.18,26.78,26.81,184
2020-04-23,2735570,197151,738748,1799671,85959,7.21,27.01,26.69,184
2020-04-24,2819666,203921,788777,1826968,94130,7.23,27.97,25.85,184
2020-04-25,2901925,209549,816532,1875844,82259,7.22,28.14,25.66,184
2020-04-26,2973513,213528,845344,1914641,71589,7.18,28.43,25.26,184
2020-04-27,3043705,218274,873228,1952203,70192,7.17,28.69,25.0,184
2020-04-28,3119245,224852,906440,1987953,75540,7.21,29.06,24.81,184
2020-04-29,3196355,231577,948517,2016261,78574,7.25,29.67,24.41,184
2020-04-30,3279850,237418,1013633,2028799,83495,7.24,30.9,23.42,186
2020-05-01,3368226,242569,1051790,2073867,88376,7.2,31.23,23.06,186
2020-05-02,3447426,248064,1092441,2106921,79367,7.2,31.69,22.71,186
2020-05-03,3523799,251575,1124974,2147250,76373,7.14,31.93,22.36,186
2020-05-04,3601488,255788,1159060,2186640,77690,7.1,32.18,22.07,186
2020-05-05,3681990,261611,1195533,2224846,80502,7.11,32.47,21.88,186
2020-05-06,3772018,268116,1241652,2262250,90028,7.11,32.92,21.59,186
2020-05-07,3860724,273426,1281177,2306121,90289,7.08,33.18,21.34,186
2020-05-08,3951003,278978,1317590,2354435,91759,7.06,33.35,21.17,186
2020-05-09,4036226,283203,1371031,2381992,85223,7.02,33.97,20.66,186
2020-05-10,4111202,286762,1404840,2419600,74985,6.98,34.17,20.41,186
2020-05-11,4187833,290248,1451725,2445860,76688,6.93,34.67,19.99,186
2020-05-12,4272324,295733,1488767,2487824,84511,6.92,34.85,19.86,186
2020-05-13,4357304,300865,1544639,2511800,84980,6.9,35.45,19.48,187
2020-05-14,4453535,306034,1584350,2563151,96232,6.87,35.58,19.32,187
2020-05-15,4549267,311255,1632453,2605559,95732,6.84,35.88,19.07,187
2020-05-16,4643706,315431,1688864,2639411,94439,6.79,36.37,18.68,187
2020-05-17,4721728,318618,1729872,2673238,78022,6.75,36.64,18.42,187
2020-05-18,4810895,322381,1782788,2705726,89167,6.7,37.06,18.08,187
2020-05-19,4907670,327028,1834840,2745802,96984,6.66,37.39,17.82,187
2020-05-20,5009548,331807,1893810,2783931,101878,6.62,37.8,17.52,187
2020-05-21,5116192,336466,1945030,2834696,106748,6.58,38.02,17.3,187
